intervencion_id,etiqueta_recibida,etiqueta_adjudicada_v3,es_relevante_adjudicada_v3,confianza_adjudicacion,cita_literal_adjudicacion,fundamento_adjudicacion,resultado_revision,estado_revision
RPM-2013-05-16:5529:1,neutral,neutral,0,alta,,"Ratificada tras lectura de la unidad completa: La unidad contiene una consulta del Vicepresidente sobre las motivaciones cambiarias de bancos centrales extranjeros al rebajar tasas y un comentario sobre la normalización de tasas en economías desarrolladas, sin discusión de opciones de tasa de política monetaria doméstica ni contexto macroeconómico evaluable para Chile. No contiene discusión monetaria doméstica evaluable: es_relevante_v3 = 0 según Codebook v3.",ratificada_v3,cerrado
RPM-2009-09-08:2699:1,neutral,neutral,0,alta,,"Ratificada tras lectura de la unidad completa: La unidad contiene una reflexión del Ministro de Hacienda sobre indexación salarial, salario real, empleo y brecha de demanda, sin discusión de opciones de tasa de política monetaria ni orientación monetaria evaluable. No contiene discusión monetaria evaluable para clasificación: es_relevante_v3 = 0 según Codebook v3.",ratificada_v3,cerrado
RPM-2014-04-17:6178:1,dovish,dovish,1,media,la opción de mantener la tasa rectora en esta oportunidad es más coherente con la necesaria pausa que debe hacer la política monetaria en períodos normales y cuando la TPM es ya expansiva,"Ratificada tras lectura de la unidad completa: El Presidente se inclina por mantener la TPM, señalando que es una pausa necesaria y que la TPM ya es expansiva tras 100 puntos base de reducción en seis meses, y que para ser coherentes con el diagnóstico y la comunicación debe mantenerse el sesgo a la baja del último Comunicado. Mantención con sesgo futuro a la baja sostenido: Dovish según Codebook v3. Confianza media por la combinación de mantención votada y sesgo bajista mantenido.",ratificada_v3,cerrado
RPM-2006-08-10:796:1,neutral,neutral,1,alta,"durante este mes se movió primero 7% después 13%, luego 7% y terminó en un 100% por la mantención de la tasa","Ratificada tras lectura de la unidad completa: La unidad es un reporte de encuestas a operadores de mesa sobre expectativas de mantención de la tasa y una discusión metodológica sobre precios de corto plazo (PDBC 30 días, Reserva Técnica), sin adoptar ni recomendar dirección propia. Expectativas ajenas sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2010-04-15:3075:1,hawkish,hawkish,1,alta,"vota por mantener la tasa en su nivel actual, introduciendo un sesgo en el comunicado que dé cuenta de que la primera alza se ve más cercana en el tiempo que el mes pasado","Ratificada tras lectura de la unidad completa: El Vicepresidente vota por mantener la TPM pero introduciendo un sesgo más hawkish en el comunicado, señalando que la primera alza se ve más cercana en el tiempo que el mes pasado y que el mensaje sobre el sesgo futuro adquiere especial relevancia. Mantención con sesgo futuro al alza explícito: Hawkish según Codebook v3.",ratificada_v3,cerrado
RPM-2009-07-09:2651:1,dovish,dovish,1,alta,"su voto es el siguiente: en primer término, reducir la tasa de política monetaria a su nivel mínimo de 50 puntos base","Ratificada tras lectura de la unidad completa: El Consejero vota por reducir la TPM a su nivel mínimo de 50 puntos base, señalando que para llevar la inflación a 3% en el horizonte de política se requiere un estímulo monetario significativamente superior al actual, y que la política monetaria deberá seguir siendo fuertemente expansiva por un período largo, además de implementar medidas no convencionales. Acción dovish explícita (bajar tasa y ampliar estímulo) según Codebook v3.",ratificada_v3,cerrado
RPM-2014-08-14:6376:1,dovish,dovish,1,alta,"la Gerencia de División Estudios recomienda reducir la TPM en 25 puntos base, a 3,5% anual","Ratificada tras lectura de la unidad completa: El Gerente informa que la Gerencia de División Estudios recomienda reducir la TPM en 25 puntos base a 3,5% anual. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2009-07-09:2645:1,dovish,dovish,1,alta,"bajar la TPM en 25 puntos, hasta 0,50% anual, y no más allá, por las fricciones ya comentadas","Ratificada tras lectura de la unidad completa: El Gerente recomienda bajar la TPM en 25 puntos hasta 0,50%, quitar el sesgo indicando que permanecerá en su nivel mínimo por un tiempo prolongado, e implementar facilidades de liquidez a plazos de hasta seis meses, argumentando que la proyección de inflación y los riesgos están cargados a la deflación. Acción dovish explícita (bajar tasa a mínimo y ampliar estímulo con medidas no convencionales) según Codebook v3.",ratificada_v3,cerrado
RPM-2012-11-13:5205:1,neutral,neutral,1,media,"el Consejo debe mantener la TPM dentro del ámbito de las tasas neutrales, frente al resto del mundo que mantiene tasas rectoras menores","Ratificada tras lectura de la unidad completa: El Vicepresidente plantea que en esta coyuntura el Consejo debe mantener la TPM dentro del ámbito de las tasas neutrales, en un contexto de debilidad externa y economía interna con brecha expandiéndose, sin adoptar un sesgo direccional hacia alza o baja. Mantención sin sesgo direccional propio: Neutral según Codebook v3. Confianza media por la brevedad del planteamiento direccional.",ratificada_v3,cerrado
RPM-2010-02-11:2891:4,neutral,neutral,1,alta,"las caídas de bolsas son transversales en prácticamente todas las economías, y particularmente en Europa, por los motivos expuestos","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de mercados internacionales (financiamiento de Grecia, CDS, paridades, bolsas, tasas de largo plazo), sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
